Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","5.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","2.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","2.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","1.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","7.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.42","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","3.2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","1.91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","8.92","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.87","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.67","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","4.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","4.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","6.46","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","1.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","4.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.73","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","13.83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","12.45","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.7","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","1.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","3.08","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","8.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","7.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","1.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","7.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.79","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","0.83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","2.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","1.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","12.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","7.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","19.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","1.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.24","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.51","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","5.5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.51","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","7.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","10.73","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","1.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","1.97","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","1.97","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","1.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","1.43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","8.62","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","1.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","7.85","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","9.39","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","7.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","1.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","8.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.96","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","8.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","8.67","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","1.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","2.87","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","2.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.29","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","2.32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","10.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","7.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","3.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","1.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","0.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","2.75","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","2.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.29","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","2.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","5.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","0.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.67","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","0.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","2.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","1.51","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.73","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","5.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","2.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","6.88","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","6.32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.75","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","1.69","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","1.51","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","3.23","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","15.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.84","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.67","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","5.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.05","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","1.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","5.85","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","3.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","0.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.78","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","1.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","2.67","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.74","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","1.38","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","0.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","12.33","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2731","Viande de Bovins","2017","2017","g/personne/jour","1.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2732","Viande d'Ovins/Caprins","2017","2017","g/personne/jour","0.32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2733","Viande de porcins","2017","2017","g/personne/jour","1.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","2.77","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2735","Viande, Autre","2017","2017","g/personne/jour","0.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2736","Abats Comestible","2017","2017","g/personne/jour","0.74","Fc","Donnée calculée"
